entity_a,entity_b,source_flags,n_assertions,needs_review,region,source,quote,notes,entity_a_polygon_source,entity_a_polygon_id,entity_a_display_name,entity_a_match_method,entity_a_resolve_source,entity_b_polygon_source,entity_b_polygon_id,entity_b_display_name,entity_b_match_method,entity_b_resolve_source,homeland_complete
BENA,MPEZENI,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Ngoni with Yao, Wemba, Ngindo, Nyakyusa, Kinga, Bena, Makonde, Mwera, Mbunga, Ha, Nyamwezi, Sukuma, Hehe, Kami, Luguru, Gogo, Nyiramba, Zaramu. Zigua with Nyamwezi, Sukuma, Kami, Luguru, Hehe, Gogo, and Zaramu. Digo with Zaramu, Kami, and Luguru.",Also called Ngoni,murdock,BENA,Bena,index,ethnic_entity_index,murdock,MPEZENI,Mpezeni,index,ethnic_entity_index,1
Bena,NGONI,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Fifteen of the seventeen tribes investigated claim external utani as follows: Yao' with Ngoni, Langulu, and Potola (the last two in Southern Nyasaland). Ngoni with Yao, Wemba, Ngindo, Nyakyusa, Kinga, Bena, Makonde, Mwera, Mbunga, Ha, Nyamwezi, Sukuma, Hehe, Kami, Luguru, Gogo, Nyiramba, Zaramu. ALSO; Sumbwa (often regarded as Nyamwezi by distant tribes) with Ngoni, Gogo,Zaramu, Zigua. Nyamwezi with Ngoni, Gogo, Kami, Kaguru, Sagara, Zaramu, and Zigua.Zaramu with Ngoni, Mbunga, Nyamwezi, Sukuma, Zigua, Digo, arid Doe. Zigua with Nyamwezi, Sukuma, Kami, Luguru, Hehe, Gogo, and Zaramu. Nyiramba with Masai, Mbulu, Mangati, Mbugwe, Nyaturu, Gogo, and certain of the Nyamwezi.",Nyiramba are the people of this region,murdock,BENA,Bena,index,ethnic_entity_index,greg,ANGONI,Ngoni,index,ethnic_entity_index,1
Beriberi,Fulani,llm_ehraf,1,0,WesternAfrica,/Hausa_Beik_215_NK,"Mai Samari: In this country the Beriberi joke with the Fulani, right?","Text states a recurrent joking tie between these named groups (wasan nangi), national patterning.",murdock,BERIBERI,Beriberi,index,ethnic_entity_index,greg,FULBE,Fulbe,registry,bootstrapped from entity index polygon_ids,1
Beriberi,Wodaabe,llm_ehraf,2,0,WesternAfrica,/Fulani_Kaartinen_7_NK | /Fulani_Kristin_159_NK,"Ancient marriages8 between Wodaabe headmen and their Beriberi and Kanouri neighbors, as well as between Wodaabe and the slaves they acquired during the period of jihad, have remained as a basis of dendiraagal between Woodaabe and their ancient allies and serfs (ibid.: 27, 29, 37, ; 1970, ). | Interrelations with the Beriberi in Niamey are characterized by a joking-relationship, which is similar to that between WoDaaBe cross-cousins (Dupire 1962a:27).",Ancient marital alliances produced dendiraagal (joking/alliance) between Wodaabe and Beriberi neighbors. | Text explicitly describes interrelations between WoDaaBe and Beriberi as a joking-relationship.,murdock,BERIBERI,Beriberi,index,ethnic_entity_index,,,Wodaabe,,,0
BETE,Ouby,icmid_jr_pair,1,1,West Africa,CoteDivoire_Nea_2021.pdf,Tableau 2 : Alliances inter-ethniques à plaisanterie,,murdock,BETE,BETE,gis_exact,gis:murdock,,,Ouby,,,0
Bingo,Mossi (Yarse),keerthana_analysis,1,0,BurkinaFaso,,,,,,Bingo,,,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,0
Bira villagers,Mbuti,llm_ehraf,1,0,CentralAfrica,/Mbuti_Turnbull_1983_32_KS,"Yet with all this mockery and ridicule, and very real trickery, there was never a trace of malice or real hostility. If anything, it was really rather friendly ridicule, a form of group joking relationship that merely helped to establish the clear and necessary difference between “them” and “us.”

...they came to regard me with the same kind of rather amused disdain that they had, or pretended to have, for the Mbuti.",Text describes recurrent friendly mockery establishing an us-vs-them joking relationship between Mbuti and villagers.,murdock,BIRA,Bira villagers,index,ethnic_entity_index,greg,MORU-MANGBETU AND SERE-MUNDU-SPEAKING PYGMY TRIBES,Mbuti,index,https://en.wikipedia.org/wiki/Mbuti_people,1
BIRA,Mbuti,icmid_jr_pair,1,1,Central Africa,/Mbuti_Turnbull_1983_32_KS,,,murdock,BIRA,Bira villagers,registry,synced from ethnic_entity_index,greg,MORU-MANGBETU AND SERE-MUNDU-SPEAKING PYGMY TRIBES,Mbuti,index,https://en.wikipedia.org/wiki/Mbuti_people,1
BIRIFON,Dafi,icmid_jr_pair,1,1,West Africa,Burkina_Nyamba_2001.html,Tableau 1. Groupes alliés à plaisanteries,,murdock,BIRIFON,Birifor,registry,synced from ethnic_entity_index,murdock,DAFI,Dafi,index,ethnic_entity_index,1
BIRIFON,Guin,icmid_jr_pair,1,1,West Africa,Burkina_Nyamba_2001.html,Tableau 1. Groupes alliés à plaisanteries,,murdock,BIRIFON,Birifor,registry,synced from ethnic_entity_index,murdock,GUIN,GUIN,gis_exact,gis:murdock,1
BIRIFON,Lobi,icmid_jr_pair,1,1,West Africa,"Burkina_Nyamba_2001.html
 [for Karaboro] Burkina_Hagberg_2006","Tableau 1. Groupes alliés à plaisanteries
 [for Karaboro] d pact, today all people from Banfora and all people from Gaoua joke with
 each other. Karaboro joke with Lobi, although some interlocutors recognise that they do
 not have any blood pa",,murdock,BIRIFON,Birifor,registry,synced from ethnic_entity_index,murdock,LOBI,Lobi,index,ethnic_entity_index,1
Birifor,Bua,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BIRIFON,Birifor,index,https://www.101lasttribes.com/tribes/birifor.html,murdock,BUA,Bua,index,ethnic_entity_index,1
Birifor,Curama,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BIRIFON,Birifor,index,https://www.101lasttribes.com/tribes/birifor.html,murdock,TURKA,Curama,index,ethnic_entity_index,1
Birifor,Dagari,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BIRIFON,Birifor,index,https://www.101lasttribes.com/tribes/birifor.html,murdock,DAGARI,Dagari,index,ethnic_entity_index,1
Birifor,Karaboro,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BIRIFON,Birifor,index,https://www.101lasttribes.com/tribes/birifor.html,murdock,KARABORO,Karaboro,index,ethnic_entity_index,1
Birifor,Malinke,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BIRIFON,Birifor,index,https://www.101lasttribes.com/tribes/birifor.html,murdock,MALINKE,Malinke,index,ethnic_entity_index,1
Birifor,Samo,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BIRIFON,Birifor,index,https://www.101lasttribes.com/tribes/birifor.html,murdock,SAMO,Samo,index,ethnic_entity_index,1
Birifor,Senufo,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BIRIFON,Birifor,index,https://www.101lasttribes.com/tribes/birifor.html,murdock,SENUFO,Senufo,index,ethnic_entity_index,1
Birifor,Siamou,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BIRIFON,Birifor,index,https://www.101lasttribes.com/tribes/birifor.html,,,Siamou,,,0
Birifor,Sèmè,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BIRIFON,Birifor,index,https://www.101lasttribes.com/tribes/birifor.html,,,Sèmè,,,0
Birifor,Tiefo,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BIRIFON,Birifor,index,https://www.101lasttribes.com/tribes/birifor.html,murdock,SENUFO,Tiefo,index,https://www.101lasttribes.com/tribes/tiefo.html,1
Birifor,Tusyan,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BIRIFON,Birifor,index,https://www.101lasttribes.com/tribes/birifor.html,murdock,TUSYAN,Tusyan,index,ethnic_entity_index,1
Birifor,Zerma,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BIRIFON,Birifor,index,https://www.101lasttribes.com/tribes/birifor.html,murdock,ZERMA,Zerma,index,ethnic_entity_index,1
BISA,CHEWA,icmid_jr_pair,1,0,East Africa,Jacques_Coenen-Huther_1987.pdf,"An anecdote related by Boswell (1969) illustrates this. During a brief stay in Lusaka, three rural authority councillors venture into a bar. They belong to different ethnies. The Chewa and the Bisa, who both had some experience with the urban environment, start joking together. The Lala seems disconcerted, worried about whether such behaviour is tolerable: in his village he would be obliged to fight anyone who was to address him in such a way. It is explained to him that all is as it should be, that the people from the Northern provinces normally establish joking relationships with those from the Eastern provinces.",,murdock,BISA,Bisa,index,ethnic_entity_index,murdock,CHEWA,CHEWA,gis_exact,gis:murdock,1
Bisa,YAO,icmid_jr_pair,1,0,East Africa,https://www.era.anthropology.ac.uk/Kalela/jokingtribes.html,Yao- Bisa,In Moreau p.387,murdock,BISA,Bisa,index,ethnic_entity_index,murdock,YAO,Yao,index,ethnic_entity_index,1
blacksmiths,"Buzaye (serfs of the Asben people, Tuareg)",llm_ehraf,1,0,WesternAfrica,/Hausa_Smith_43_NK,"Joking relationships also hold between ethnic groups and occupational groups, such as Buzaye (serfs of the Asben people, Tuareg) and blacksmiths.",Text states joking relationships hold between Buzaye (serfs) and blacksmiths (occupational/ethnic cross).,,,blacksmiths,,,,,"Buzaye (serfs of the Asben people, Tuareg)",,,0
Bobo fing,Dafi,keerthana_analysis,1,0,BurkinaFaso,,,,,,Bobo fing,,,murdock,DAFI,Dafi,index,ethnic_entity_index,0
Bobo fing,Fulbe,keerthana_analysis,1,0,BurkinaFaso,,,,,,Bobo fing,,,greg,FULBE,Fulbe,index,ethnic_entity_index,0
Bobo madaré,Dafi,keerthana_analysis,2,0,BurkinaFaso,,,,,,Bobo madaré,,,murdock,DAFI,Dafi,index,ethnic_entity_index,0
Bobo madaré,Fulbe,keerthana_analysis,1,0,BurkinaFaso,,,,,,Bobo madaré,,,greg,FULBE,Fulbe,index,ethnic_entity_index,0
Bobo-dioula,Bua,keerthana_analysis,1,0,BurkinaFaso,,,,,,Bobo-dioula,,,murdock,BUA,Bua,index,ethnic_entity_index,0
Bobo-Dioula,DAFI,icmid_jr_pair,1,1,West Africa,Burkina_Nyamba_2001.html,Tableau 1. Groupes alliés à plaisanteries,,,,Bobo-Dioula,,,murdock,DAFI,Dafi,index,ethnic_entity_index,0
Bobo,Bua,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BOBO,Bobo,index,ethnic_entity_index,murdock,BUA,Bua,index,ethnic_entity_index,1
Bobo,Busansi,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BOBO,Bobo,index,ethnic_entity_index,murdock,BUSANSI,Busansi,index,ethnic_entity_index,1
Bobo,Dafi,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,BOBO,Bobo,index,ethnic_entity_index,murdock,DAFI,Dafi,index,ethnic_entity_index,1
Bobo,Djan,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BOBO,Bobo,index,ethnic_entity_index,murdock,LOBI,Djan,index,ethnic_entity_index,1
Bobo,Fulbe,icmid_jr_pair;keerthana_analysis,3,0,BurkinaFaso,Burkina_Hagberg_2006,"This paper is about joking relationships and how these are expressed socio-politically
in different contexts in present-day Burkina Faso. The practice of joking relationships
is omnipresent in everyday life, and occurs within the family (e. g. between grandchil
dren and grandparents), between clans (e.g. Coulibaly and Ouattara), and between
ethnic groups (e. g. Fulbe and Bobo, Dagara and Gouin)",,murdock,BOBO,Bobo,index,ethnic_entity_index,greg,FULBE,Fulbe,index,ethnic_entity_index,1
Bobo,Gourmantché,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BOBO,Bobo,index,ethnic_entity_index,murdock,GURMA,Gourmantché,index,https://en.wikipedia.org/wiki/Gurma_people,1
Bobo,Gourounsi (Ko),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BOBO,Bobo,index,ethnic_entity_index,murdock,GRUNSHI,Gourounsi (Ko),index,ethnic_entity_index,1
Bobo,Kurumba,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BOBO,Bobo,index,ethnic_entity_index,murdock,LILSE,Kurumba,index,https://www.101lasttribes.com/tribes/kurumba.html,1
Bobo,Malinke,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BOBO,Bobo,index,ethnic_entity_index,murdock,MALINKE,Malinke,index,ethnic_entity_index,1
Bobo,Mandé,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BOBO,Bobo,index,ethnic_entity_index,murdock,MALINKE,Mandé,index,https://en.wikipedia.org/wiki/Mand%C3%A9_peoples,1
Bobo,Mossi,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BOBO,Bobo,index,ethnic_entity_index,murdock,MOSSI,Mossi,index,ethnic_entity_index,1
Bobo,Peul (Toucouleurs),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BOBO,Bobo,index,ethnic_entity_index,geopr,PEUL,Peul (Toucouleurs),index,ethnic_entity_index,1
Bobo,Samo,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BOBO,Bobo,index,ethnic_entity_index,murdock,SAMO,Samo,index,ethnic_entity_index,1
Bobo,Senufo,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,BOBO,Bobo,index,ethnic_entity_index,murdock,SENUFO,Senufo,index,ethnic_entity_index,1
Bobo,Soninké,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BOBO,Bobo,index,ethnic_entity_index,,,Soninké,,,0
Bobo,Tusyan,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BOBO,Bobo,index,ethnic_entity_index,murdock,TUSYAN,Tusyan,index,ethnic_entity_index,1
Bobo,Yana,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,BOBO,Bobo,index,ethnic_entity_index,murdock,MOSSI,Yana,index,ethnic_entity_index,1
Boosso,Dogon,keerthana_analysis,1,0,BurkinaFaso,,,,,,Boosso,,,murdock,DOGON,Dogon,index,ethnic_entity_index,0
Bornu,BURA,icmid_jr_pair,1,0,West Africa,Bura_Dice.pdf,"The following sentence leads me to believe that there are joking relationships: “the fact that Bornu people and Fulani are joking
relations” (2,108)",,,,Bornu,,,murdock,BURA,BURA,gis_exact,gis:murdock,0
Bororo,dillalai-mahautaa,llm_ehraf,1,0,WesternAfrica,/Fulani_Dupire_349_NK,"Among the Bororo, servile relations have become very much lessened in content and have actually been assimilated into a sort of joking relationship (dendiraagal).",Text describes recurring dendiraagal joking alliance between Bororo and dillalai-mahautaa as institutionalized.,greg,BORORO,Bororo,index,ethnic_entity_index,,,dillalai-mahautaa,,,0
Bourgo,Mossi (Yarse),keerthana_analysis,1,0,BurkinaFaso,,,,,,Bourgo,,,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,0
Bozo,Dogon,icmid_jr_pair;icmid_sheet1;keerthana_analysis;llm_ehraf,12,0,WesternAfrica,"/Bambara_119_NK | /Bambara_79_NK | /Bambara_Dieterlin_119_KS | /Bambara_Germaine_79_KS | /Dogon_Calame_305_NK | /Dogon_Calame_450_NK | /Dogon_Griaule_107_NK | /Dogon_Griaule_215_NK | /Dogon_Griaule_26_NK | https://shs.cairn.info/journal-cahiers-d-etudes-africaines-2006-4-page-883?lang=en , https://www.cambridge.org/core/journals/africa/article/abs/further-note-on-joking-relationships/D6D38D98BC31F077EE45FA81C5D66F79 | Bozo_Attino_2021, Bambara_119_NK:p1","Thus, a Koulibali is a Kéita's senãnku among the Bambara; Bozo and Dogon as well as Bozo and Somono are also senãnku | The myths of both groups mention the apparition of the Bozo on earth as coinciding with the beginning of 51 Faro's actions which, in turn, coincides with the development of techniques among the Bambara, and with the “third word” of the Dogon (1). In addition, the “joking relationships” which they maintain with the Dogon and which go back to the origin of a whole system of tribal and intertribal alliances clearly indicate the importance of the symbolic role conferred upon them (2). | A Dogon and a Bozo are twins, each carrying a particle of the other in his body and soul. | These two people are joined in a “joking relationship” or “cathartic association,” má[unavailable]a which means to “knead into a ball.” According to Griaule this relationship gives rise to several forms of exchange of “material, moral and religious services rendered: hospitality, the administering of food and of purification, and ritual activities” (1948a: ). The relationship also gives rise to various taboos chiefly concerning sexual relationships, spilled blood, and release of tension through taunts and insults. | We should recall that this institution among the Dogon is the model for their kinship ties with the Bozo and that a system of relationship of the same type can be found internally between regions, villages, and families (Griaule 1948b: ). | The original situation of the ideal couple—twins enclosed in the same egg—is also illustrated in a religious and economic relationship maintained between the Dogon and the Bozo which has existed, it is said, from the earliest times. This institution, which flourishes over a wide area, is known as a ‘joking relationship’, though the term ‘cathartic alliance’ has been suggested for it. | Fish and men are twins, and the Bozo is himself of water, being the first fisherman of the Niger and the master of the river. The Bozo maintain what is called a ‘joking relationship’ with the Dogon who traditionally refer to them as ‘fish that walk on land’. | The Dogon, who are farmers, maintain special relations with the Bozo, fishermen of the Niger, which the Dogon call sorogon; they are united through a cathartic relationship or “joking kinship,” which implies the observance of a certain number of prohibitions and also mutual aid. both rigorously defined. | Le cousinage est un pacte social scellé et inviolable qui lie deux clans à
l’intérieur de la même communauté (Traoré et Diarra ; Maïga et Touré) ou
entre deux groupes ethniques (Dogon et Songhay, Songhay et Mossi ; Bozo et
Dogon). Il a généralement un fondement idéologique et remonte dans
l’histoire des communautés. Il peut être aussi récent et volontaire (Maïga et
Coulibaly).


Thus, a Koulibali is a Kéita's senãnku among the Bambara; Bozo and Dogon as well as Bozo and Somono are also senãnku(1)","Document repeatedly describes Dogon–Bozo as a named senãnku/allianced pair across peoples with ritualized joking. | Text explicitly states a recurring joking relationship between Bozo and Dogon, an intertribal tie. | Text repeatedly describes Dogon–Bozo as a named institutional joking/alliance across peoples (senãnkuya type). | Text explicitly states recurrent 'joking relationships' between Bozo and Dogon as intertribal alliance practice. | Text explicitly describes a recurring 'joking relationship' between Dogon and Bozo (cross-ethnic, ritualized insults). | Text states Dogon joking institution models kinship ties with the Bozo (institutionalized interethnic alliance). | Text describes an institutionalized 'mangu' joking/cathartic alliance between Dogon and Bozo. | Text explicitly states a recurrent 'joking relationship' between Bozo and Dogon; cross-community ethnic groups. | Text explicitly describes a recurrent 'joking kinship' (cathartic relationship) with prohibitions and mutual ",murdock,BOZO,Bozo,index,ethnic_entity_index,murdock,DOGON,Dogon,index,ethnic_entity_index,1
